,Accuracy,Accuracy,Accuracy,Accuracy,Confidence,Confidence,Confidence,Confidence
,mean,median,min,max,mean,median,min,max
GMA qualification,,,,,,,,
None,52.77777777777778,58.33333333333333,16.666666666666664,83.33333333333334,1.6666666666666667,1.6666666666666667,1.1666666666666667,2.0
Basic or Advanced,57.291666666666664,56.25,12.5,100.0,1.9642857142857142,2.0,1.5714285714285714,2.4285714285714284
Tutor,85.71428571428571,85.71428571428571,14.285714285714285,100.0,1.8869047619047619,1.8571428571428572,1.5,2.2857142857142856
All participants,65.47619047619048,69.04761904761905,23.809523809523807,95.23809523809523,1.8489035087719297,1.8250000000000002,1.6,2.05
